SR#,Problem Code,Date Initiated,Description,Category,Dispatch To,Address,Zone,Keymap,Zip Code,Status
179106,Tree Removal,2021-05-18 10:39 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",2004  DUNLAVY ,"2, ZONE",492R,5357c,CLOSED
179107,Tree Trim,2021-05-18 10:54 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",1018  KERN ,"3, ZONE",453T,5359d,CLOSED
179108,Tree Trim,2021-05-18 11:10 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA", 0 MEMORIAL DR&200 WAUGH DR,"2, ZONE",492M,5357a,CLOSED
179109,Tree Trim,2021-05-18 11:22 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",326  CRESTWOOD ,"2, ZONE",492K,5257b,CLOSED
179110,Tree Removal,2021-05-18 11:48 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",7330  GLEN MANOR ,"4, ZONE",455E,5561d,CLOSED
179111,Tree Trim,2021-05-18 11:49 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",1931  BANKS ,"7, ZONE",492Z,5356c,CLOSED
179112,Tree Removal,2021-05-18 12:18 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",326 E COWAN ,"2, ZONE",492K,5257b,CLOSED
179113,Tree Removal,2021-05-18 12:31 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",1211 W DONOVAN ,"3, ZONE",452F,5261c,CLOSED
179114,Tree Trim,2021-05-18 01:14 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",3726  BOSTIC ,"4, ZONE",454F,5460b,CLOSED
179118,Tree Removal,2021-05-18 01:27 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",5327  FAIRDALE ,"2, ZONE",491Y,5156d,CLOSED
179119,Tree Trim,2021-05-18 01:41 PM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER", 1000 DELANO ST&2800 MCKINNEY ST,"5, ZONE",493R,5457c,CLOSED
179120,Tree Trim,2021-05-18 01:42 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA", 5300 FANNIN ST&1100 OAKDALE ST,"7, ZONE",493W,5356d,CLOSED
179121,Tree Trim,2021-05-18 01:45 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA", 216 ASBURY ST&5400 CROOMS ST,"2, ZONE",492L,5257b,CLOSED
179122,Tree Removal,2021-05-18 01:47 PM,Tree Removal Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",5402  NORTHRIDGE ,"6, ZONE",534W,5453b,CLOSED
179123,Tree Trim,2021-05-18 02:07 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",8702  BEVERLY HILL ,"2, ZONE",490Y,5056c,CLOSED
179125,Tree Trim,2021-05-18 02:11 PM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",5102  PEASE ,"5, ZONE",494X,5556c,CLOSED
179129,Tree Removal,2021-05-18 02:56 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA", 1400 GILLETTE ST&1600 RUTHVEN ST,"2, ZONE",493P,5357d,CLOSED
179130,Tree Removal,2021-05-18 03:16 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",1114  LEHMAN ,"3, ZONE",452F,5260b,CLOSED
179131,Tree Removal,2021-05-18 03:28 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",7877  PECAN VILLAS ,"6, ZONE",535X,5653a,CLOSED
179132,Tree Trim,2021-05-18 03:45 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",1934  ADDISON ,"7, ZONE",532H,5355c,CLOSED
179133,Tree Stump Grinding,2021-05-18 03:49 PM,Tree Stump Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",719  ASBURY ,"2, ZONE",492G,5257b,CLOSED
179134,Tree Trim,2021-05-18 03:51 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA", 2000 MASON ST&200 WILLARD ST,"2, ZONE",493P,5357d,CLOSED
179135,Tree Trim,2021-05-18 04:14 PM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",4023  SAND MYRTLE ,"5, ZONE",578X,6051c,CLOSED
179139,Tree Trim,2021-05-18 04:41 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",5200  GULFTON ,"7, ZONE",531C,5155b,CLOSED
179141,Tree Trim,2021-05-18 05:11 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",1901  WELCH ,"2, ZONE",492R,5357c,CLOSED
179142,Tree Removal,2021-05-18 05:44 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",49  HANKLA ,"4, ZONE",453B,5361d,CLOSED
179143,Tree Removal,2021-05-18 06:13 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - BURKES, JEREMY",2402  YUPON ,"2, ZONE",492V,5357c,CLOSED
179144,Tree Removal,2021-05-18 06:24 PM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO", 4000 SHERWOOD LN&2900 VOLLMER RD,"3, ZONE",451R,5159b,CLOSED
179145,Tree Trim,2021-05-18 09:47 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",2536  DRYDEN ,"7, ZONE",532G,5255b,CLOSED
179146,Tree Removal,2021-05-19 12:44 AM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO", 9226  NYSSA AVE&10100 TRUMPET ST,"4, ZONE",415Z,5661b,CLOSED
179147,Tree Removal,2021-05-19 05:23 AM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO", 5210 AIRLINE DR&2 DE BOLL ST,"4, ZONE",453F,5361d,CLOSED
179148,Tree Removal,2021-05-19 06:11 AM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO", 9200 RICHLAND DR&8400 SULTAN DR,"4, ZONE",455H,5661d,CLOSED
179149,Tree Trim,2021-05-19 06:17 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA", 7900 MAIN ST&1100 OLD SPANISH TRL,"7, ZONE",532L,5254b,CLOSED
179150,Tree Removal,2021-05-19 07:22 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY", 2600 BROOKDALE DR&2900 VALLEY ROSE DR,"4, ZONE",297W,5770b,CLOSED
179151,Tree Trim,2021-05-19 07:28 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER", 2000 ADDISON RD&2000 GOLDSMITH ST&6700 LANIER DR,"7, ZONE",532H,5355c,CLOSED
179152,Tree Removal,2021-05-19 07:41 AM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",6702  UNDERHILL ,"3, ZONE",451J,5060d,CLOSED
179153,Tree Removal,2021-05-19 08:01 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",11515  SANDS POINT ,"2, ZONE",529B,4855d,CLOSED
179155,Tree Removal,2021-05-19 08:06 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",12202  OVERCUP ,"2, ZONE",490E,4957b,CLOSED
179156,Tree Removal,2021-05-19 08:12 AM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO", 9200 RICHLAND DR&8400 SULTAN DR,"4, ZONE",455H,5661d,CLOSED
179157,Tree Removal,2021-05-19 08:44 AM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",7311 JENSEN DR,"4, ZONE",454J,77093,CLOSED
179158,Tree Trim,2021-05-19 08:46 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",6331 S SOUTHWOOD ,"7, ZONE",570D,5052b,CLOSED
179159,Tree Trim,2021-05-19 08:53 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA", 9200 KENILWORTH ST&910 SILBER RD,"2, ZONE",491C,5158d,CLOSED
179160,Tree Removal,2021-05-19 08:55 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - BURKES, JEREMY", 14000 BUCKINGHAM LN&30000 WICKFORD,"3, ZONE",288B,77375,CLOSED
179161,Tree Trim,2021-05-19 09:22 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",1202  MILFORD ,"7, ZONE",493W,5356c,CLOSED
179162,Tree Removal,2021-05-19 09:29 AM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",9920  PORTO RICO ,"3, ZONE",450A,4961d,CLOSED
179163,Tree Trim,2021-05-19 09:36 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY", 10092 N GREEN RIVER DR&10190 LEY RD,"4, ZONE",456F,5760a,CLOSED
179164,Tree Trim,2021-05-19 09:42 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",6809  PEERLESS ,"6, ZONE",533L,5354b,CLOSED
179165,Tree Removal,2021-05-19 09:42 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",10220  MEMORIAL ,"2, ZONE",491A,5158c,CLOSED
179166,Tree Trim,2021-05-19 09:44 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA", 3400 DAPHNE ST&6800 DEL RIO ST,"6, ZONE",533L,5354b,CLOSED
179167,Tree Removal,2021-05-19 10:12 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA", 9400 COUNTRY CREEK DR&9500 DEERING DR,"2, ZONE",529V,4953b,CLOSED
179168,Tree Trim,2021-05-19 10:42 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",11506  LEITRIM ,"6, ZONE",573L,5452c,CLOSED
179169,Tree Removal,2021-05-19 10:46 AM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",1606 W 23RD ,"3, ZONE",452T,5259d,CLOSED
179170,Tree Removal,2021-05-19 10:47 AM,Tree Removal Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",9103  HOWARD ,"5, ZONE",536N,5754a,CLOSED
179171,Tree Removal,2021-05-19 10:50 AM,Tree Removal Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",4009  NORHILL ,"3, ZONE",453W,5358b,CLOSED
179172,Tree Trim,2021-05-19 11:06 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",1015  DOROTHY ,"3, ZONE",492D,5258b,CLOSED
179173,Tree Trim,2021-05-19 11:29 AM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",1523  BUTLERCREST ,"3, ZONE",450W,4959d,CLOSED
179174,Tree Trim,2021-05-19 11:42 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",7500  MONROE ,"6, ZONE",575C,5653d,CLOSED
179175,Tree Removal,2021-05-19 11:56 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",16226  COYRIDGE ,"7, ZONE",611B,5150c,CLOSED
179176,Tree Trim,2021-05-19 11:57 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",3012  ROGERDALE ,"2, ZONE",489Y,4956c,CLOSED
179177,Tree Trim,2021-05-19 12:06 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY", 2970 KINGS FOREST DR&3000 KINGWOOD DR&3000 W LAKE CRESCENT DR,"4, ZONE",336D,5769b,CLOSED
179178,Tree Removal,2021-05-19 12:15 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",1801  BOLSOVER ,"7, ZONE",532D,5355a,CLOSED
179179,Tree Removal,2021-05-19 12:24 PM,Tree Removal Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",6426  CONLEY ,"6, ZONE",533M,5454a,CLOSED
179180,Tree Removal,2021-05-19 01:00 PM,Tree Removal Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",1419  BASSWOOD SPRINGS ,"5, ZONE",617H,5950c,CLOSED
179181,Tree Removal,2021-05-19 01:21 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",11101  GESSNER ,"7, ZONE",530X,5053c,CLOSED
179182,Tree Trim,2021-05-19 01:50 PM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER", 2200 ARABELLE ST&5700 LARKIN ST,"3, ZONE",492B,5258d,CLOSED
179183,Tree Removal,2021-05-19 02:19 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",4301  HAYGOOD ,"3, ZONE",453J,5360c,CLOSED
179184,Tree Removal,2021-05-19 02:27 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",1000 W 12TH ,"3, ZONE",452Z,5358a,CLOSED
179186,Tree Trim,2021-05-19 02:42 PM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",922  ALGREGG ,"3, ZONE",453X,5359d,CLOSED
179187,Tree Trim,2021-05-19 02:43 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",922  ALGREGG ,"3, ZONE",453X,5359d,CLOSED
179188,Tree Removal,2021-05-19 02:52 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",1202  MELBOURNE ,"4, ZONE",453R,5459a,CLOSED
179189,Tree Removal,2021-05-19 03:06 PM,Tree Removal Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER", 1217 HOGAN ST,"4, ZONE",493H,5458c,CLOSED
179190,Tree Trim,2021-05-19 03:12 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",2207  ADDISON ,"7, ZONE",532G,5355a,CLOSED
179191,Tree Removal,2021-05-19 03:17 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",1715  HILL TOP ,"4, ZONE",336K,5769c,CLOSED
179192,Tree Removal,2021-05-19 04:12 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",3514  ROSEDALE ,"6, ZONE",533D,5455a,CLOSED
179193,Tree Removal,2021-05-19 04:16 PM,Tree Removal Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER", 6842 AVENUE O,"5, ZONE",494V,5557d,CLOSED
179194,Tree Trim,2021-05-19 04:17 PM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER", 6900 AVENUE O&1500 SSGT MACARIO GARCIA DR,"5, ZONE",494V,5557d,CLOSED
179195,Tree Removal,2021-05-19 04:48 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",5410  BRAESWOOD ,"7, ZONE",531T,5153a,CLOSED
179196,Tree Trim,2021-05-19 04:51 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",3329  PINEMONT ,"3, ZONE",452F,5260a,CLOSED
179197,Tree Removal,2021-05-19 05:13 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",10303  MOONSET ,"4, ZONE",415X,5662c,CLOSED
179198,Tree Trim,2021-05-19 05:24 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",2317  ASHLAND ,"3, ZONE",452V,5359a,CLOSED
179199,Tree Trim,2021-05-19 05:57 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",7535  BRUSH WOOD ,"3, ZONE",411U,5162c,CLOSED
179200,Tree Trim,2021-05-19 06:11 PM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",9967 KIRRKDALE DR,"6, ZONE",576X,5751d,CLOSED
179201,Tree Removal,2021-05-19 06:26 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",1406  WAVERLY ,"3, ZONE",452Z,5359c,CLOSED
179202,Tree Trim,2021-05-19 06:40 PM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",5510  BARREMORE ,"5, ZONE",534C,5556c,CLOSED
179203,Tree Removal,2021-05-19 07:30 PM,Tree Removal Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",11011  SAGEWILLOW ,"6, ZONE",616B,5750b,CLOSED
179204,Tree Trim,2021-05-19 08:18 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",1311  KIPLING ,"2, ZONE",493S,5356a,CLOSED
179205,Tree Removal,2021-05-19 09:49 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",726 E 16TH ,"3, ZONE",453W,5359c,CLOSED
179206,Tree Trim,2021-05-20 04:25 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",1406  CASTLE ,"2, ZONE",493W,5356c,CLOSED
179207,Tree Trim,2021-05-20 04:53 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",1809 N MAIN ,"4, ZONE",493G,5458c,CLOSED
179208,Tree Removal,2021-05-20 05:09 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",4903  BENNINGTON ,"4, ZONE",454Q,5560c,CLOSED
179209,Tree Removal,2021-05-20 05:09 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",6809  NEFF ,"7, ZONE",530M,5054b,CLOSED
179211,Tree Trim,2021-05-20 07:27 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY", 5400 COLLINGSWORTH ST&3800 LOCKWOOD DR,"4, ZONE",454Y,5559c,CLOSED
179212,Tree Trim,2021-05-20 07:30 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",615  GLENBURNIE ,"3, ZONE",453E,5360a,CLOSED
179213,Tree Trim,2021-05-20 07:40 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",12826  JOLIET ,"4, ZONE",496D,5858a,CLOSED
179214,Tree Removal,2021-05-20 07:45 AM,Tree Removal Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",800  WILKES ,"4, ZONE",493C,5458a,CLOSED
179215,Tree Removal,2021-05-20 07:49 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",5734  MAYWOOD ,"7, ZONE",571X,5150b,CLOSED
179216,Tree Removal,2021-05-20 07:50 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",6226  CHEENA ,"7, ZONE",530Z,5053b,CLOSED
179217,Tree Removal,2021-05-20 08:50 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",4907  HANLEY ,"3, ZONE",414Q,5562a,CLOSED
179219,Tree Removal,2021-05-20 09:23 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA", 13200 ALIEF CLODINE RD&6100 SYNOTT RD,"2, ZONE",528C,4855c,CLOSED
179220,Tree Trim,2021-05-20 09:52 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY", 1300 W 18TH ST&1800 BEVIS ST,"3, ZONE",452U,5259d,CLOSED
179221,Tree Trim,2021-05-20 09:53 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY", 1300 W 18TH ST&1800 BEVIS ST,"3, ZONE",452U,5259d,CLOSED
179222,Tree Trim,2021-05-20 09:55 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY", 1300 W 18TH ST&1800 BEVIS ST,"3, ZONE",452U,5259d,CLOSED
179223,Tree Trim,2021-05-20 09:55 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",9319  CARVEL ,"2, ZONE",529M,4954b,CLOSED
179224,Tree Removal,2021-05-20 09:57 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",6643  SYLVAN ,"5, ZONE",534C,5555a,CLOSED
179225,Tree Trim,2021-05-20 10:02 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA", 1100 W CLAY ST&1300 MONTROSE BLVD,"2, ZONE",493N,5357c,CLOSED
179226,Tree Trim,2021-05-20 10:50 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",2515  GREGG ,"4, ZONE",494A,5458b,CLOSED
179227,Tree Trim,2021-05-20 10:56 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY", 1750 ANTOINE DR&7400 JALNA ST,"3, ZONE",451T,5159c,CLOSED
179228,Tree Trim,2021-05-20 10:57 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",730  BAYLAND ,"3, ZONE",493B,5358b,CLOSED
179229,Tree Trim,2021-05-20 11:02 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",805  EUCLID ,"3, ZONE",493B,5358b,CLOSED
179230,Tree Trim,2021-05-20 11:09 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",2615  THELMA ,"3, ZONE",493B,5358d,CLOSED
179231,Tree Trim,2021-05-20 11:13 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER", 2610 THELMA DR&706 USENER ST,"3, ZONE",493B,5358b,CLOSED
179232,Tree Trim,2021-05-20 11:16 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER", 2400 CLEAR LAKE CITY BLVD&14100 SPACE CENTER BLVD,"5, ZONE",618A,5950b,CLOSED
179233,Tree Trim,2021-05-20 11:16 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER", 600 GLADYS ST&1900 WHITE OAK DR,"3, ZONE",493B,5358d,CLOSED
179234,Tree Trim,2021-05-20 11:18 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",7815  CHASEFIELD ,"7, ZONE",570V,5051d,CLOSED
179235,Tree Trim,2021-05-20 11:20 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER", 7200 FAUNA ST&7150 VILLA DR,"6, ZONE",574D,5553d,CLOSED
179236,Tree Removal,2021-05-20 11:21 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",2402  YUPON ,"2, ZONE",492V,5357c,CLOSED
179237,Tree Trim,2021-05-20 11:31 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA", 9858 BISSONNET ST&9600 CENTRE PKWY,"2, ZONE",529V,4953b,CLOSED
179238,Tree Trim,2021-05-20 11:32 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",7314  GRACIA ,"4, ZONE",413S,5362c,CLOSED
179239,Tree Removal,2021-05-20 11:42 AM,Tree Removal Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",9718  CLARK ,"4, ZONE",453B,5361d,CLOSED
179240,Tree Trim,2021-05-20 11:48 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",938  CREAGER ,"5, ZONE",576A,5753c,CLOSED
179241,Tree Trim,2021-05-20 12:25 PM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",1124  HAMMOCK ,"4, ZONE",493D,5458a,CLOSED
179242,Tree Trim,2021-05-20 12:36 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",12530 N GARDEN ST,"7, ZONE",570F,77071,CLOSED
179243,Tree Removal,2021-05-20 12:42 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",335  DELZ ,"3, ZONE",452H,5360a,CLOSED
179244,Tree Removal,2021-05-20 12:47 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - BURKES, JEREMY", 12200 OVERCUP DR&612 PLANTATION RD,"2, ZONE",490E,4957b,CLOSED
179245,Tree Trim,2021-05-20 01:09 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",8414  HOMEWOOD ,"4, ZONE",455G,5661c,CLOSED
179246,Tree Trim,2021-05-20 01:36 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",539  BRENDA ,"4, ZONE",413W,5361a,CLOSED
179247,Tree Removal,2021-05-20 01:41 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY", 2200 W PARK VIEW DR&18800 SAUMS RD (CULLEN PARK),"3, ZONE",446V,4558b,CLOSED
179248,Tree Removal,2021-05-20 01:54 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",3215  COLLINGSWORTH ,"4, ZONE",454W,5459d,CLOSED
179249,Tree Removal,2021-05-20 02:09 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",3502  DARLINGHURST ,"7, ZONE",572P,5251b,CLOSED
179250,Tree Removal,2021-05-20 02:18 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",5734  MEADOW CREEK ,"5, ZONE",536T,5754c,CLOSED
179251,Tree Trim,2021-05-20 02:24 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA", 11600 BANDLON DR&4332 BELLE PARK DR,"2, ZONE",529F,4855d,CLOSED
179252,Tree Removal,2021-05-20 02:28 PM,Tree Removal Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",10023  TOLMAN ,"5, ZONE",576E,5752a,CLOSED
179253,Tree Removal,2021-05-20 02:56 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY", 6900 DU BOIS RD&2500 GARWOOD DR,"3, ZONE",411Z,5161b,CLOSED
179254,Tree Removal,2021-05-20 03:03 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",3637  DARDEN ,"4, ZONE",454F,5460b,CLOSED
179260,Tree Stump Grinding,2021-05-20 04:23 PM,Tree Stump Inspection,TREEMAINTENANCE,"UF - JONES, CODY",2217  HARVARD ,"3, ZONE",453S,5359a,CLOSED
179261,Tree Trim,2021-05-20 04:46 PM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER", 100 E 15TH ST&100 W 15TH ST&1500 HEIGHTS BLVD,"3, ZONE",453W,5359c,CLOSED
179262,Tree Trim,2021-05-20 04:59 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",4007  WUTHERING HEIGHTS ,"7, ZONE",572J,5252c,CLOSED
179263,Tree Trim,2021-05-20 05:01 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",12643  CHISWICK ,"7, ZONE",572R,5351a,CLOSED
179264,Tree Trim,2021-05-20 05:21 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA", 12700 BISSONNET ST&9200 DAIRY ASHFORD RD,"2, ZONE",528V,4853a,CLOSED
179265,Tree Trim,2021-05-20 05:39 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",9202 E AVENUE L ,"5, ZONE",535C,5655b,CLOSED
179266,Tree Trim,2021-05-20 05:39 PM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",8450 LETTIE,"6, ZONE",575Y,5651d,CLOSED
179267,Tree Trim,2021-05-20 05:41 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",1026  SADDLE ROCK ,"3, ZONE",412L,5263d,CLOSED
